"year","period","periodName","value","state","quarter","annual","HPI","MHI","RMHI","poverty","population","sp500","log_pop","log_RMHI"
2006,"M12","December",3.7,"CT",4,1,467.42,62404,77910,8,3517460,13.62,15.0732496961932,11.2633095933249
2007,"M12","December",4.4,"CT",4,1,462.45,64141,77870,8.9,3527270,3.53,15.076034758599,11.262796048571
2008,"M12","December",6.1,"CT",4,1,433.47,64682,75623,8.1,3545579,-38.49,15.0812120332436,11.2335157487024
2009,"M12","December",8.3,"CT",4,1,410.67,64851,76085,8.4,3561807,23.45,15.0857785583206,11.2396064153542
2010,"M12","December",8.7,"CT",4,1,406.45,65998,76174,8.6,3577073,12.78,15.0900554261962,11.2407754761012
2010,"M12","December",8.7,"CT",4,1,406.45,65998,76174,8.6,3579125,12.78,15.0906289150952,11.2407754761012
2011,"M12","December",7.7,"CT",4,1,392.91,65415,73194,10.1,3588023,0,15.0931119123967,11.2008687293768
2012,"M12","December",7.6,"CT",4,1,384.76,64247,70396,10.3,3594395,13.41,15.0948862456844,11.1618917223501
2013,"M12","December",6.7,"CT",4,1,377.95,69291,74814,10.9,3594915,29.6,15.0950309049078,11.2227603122246
2014,"M12","December",5.6,"CT",4,1,382.44,70161,74492,8.6,3594783,11.39,15.0949941857021,11.2184470160514
2015,"M12","December",5,"CT",4,1,385.7,72889,77255,9.1,3587509,-0.73,15.0929686477577,11.2548669175845
2016,"M12","December",4.3,"CT",4,1,392.39,75923,79446,9.8,3578674,9.54,15.0905028987037,11.2828328245678
2017,"M12","December",4,"CT",4,1,395.97,74304,76115,10.6,3573880,19.42,15.0891623983124,11.2400006334934
2018,"M12","December",3.4,"CT",4,1,399.46,72812,72812,10.2,3572665,-6.24,15.0888223738638,11.1956360557658
1984,"M12","December",5.2,"DE",4,1,134.25,25819,59600,10.3,611565,1.4,13.3237765244538,10.9954108530534
1985,"M12","December",3.8,"DE",4,1,146.36,22980,51285,11.4,618280,26.33,13.3346967082663,10.8451535907415
1986,"M12","December",2.6,"DE",4,1,165.54,25626,56207,12.4,627559,14.62,13.3495929694725,10.9367965832856
1987,"M12","December",2.6,"DE",4,1,188.47,29244,62009,6.6,636947,2.03,13.364441728581,11.0350348147827
1988,"M12","December",2.7,"DE",4,1,207.61,30505,62428,8.6,647622,12.4,13.381062471796,11.0417691716624
1989,"M12","December",3.2,"DE",4,1,224.35,32068,62878,10,658273,27.25,13.3973750178799,11.0489516199815
1990,"M12","December",6.3,"DE",4,1,224.82,30804,57561,6.9,669567,-6.56,13.4143865137888,10.9606005340262
1991,"M12","December",5.1,"DE",4,1,232.14,32585,58752,7.5,683080,26.31,13.4343672620012,10.9810804739802
1992,"M12","December",4.4,"DE",4,1,233.85,35678,62767,7.8,694925,4.46,13.4515592050548,11.0471847366375
1993,"M12","December",4.9,"DE",4,1,233.78,36064,61886,10.2,706378,7.06,13.467905783959,11.0330492618482
1994,"M12","December",3.6,"DE",4,1,226.92,35873,60299,8.3,717545,-1.54,13.4835909424193,11.0070707988298
1995,"M12","December",4.4,"DE",4,1,232.13,34928,57330,10.3,729734,34.11,13.5004353631591,10.9565793259024
1996,"M12","December",4.6,"DE",4,1,235.58,39309,62847,8.6,740977,20.26,13.5157248646602,11.0484584801823
1997,"M12","December",3.2,"DE",4,1,239.74,43033,67345,9.6,751487,31.01,13.5298091892897,11.1175839400329
1998,"M12","December",2.8,"DE",4,1,246.66,41458,64013,10.3,763335,26.67,13.545452270266,11.0668414667147
1999,"M12","December",3.1,"DE",4,1,257.69,46628,70495,10.4,774990,19.53,13.5606054050264,11.1632970642995
2000,"M12","December",3.5,"DE",4,1,275.19,50365,73646,8.4,786373,-10.14,13.5751865135532,11.2070251094858
2001,"M12","December",3.3,"DE",4,1,295.4,49602,70522,6.7,795699,-13.04,13.5869762526098,11.1636799968584
2002,"M12","December",3.6,"DE",4,1,321.23,49650,69495,9.1,806169,-23.37,13.6000486769289,11.1490100865189
2003,"M12","December",3.5,"DE",4,1,353.23,49019,67088,7.3,818003,26.38,13.6146212830598,11.1137604694105
2004,"M12","December",3.6,"DE",4,1,407.08,48049,64031,9,830803,8.99,13.6301479819549,11.0671226200701
2005,"M12","December",3.8,"DE",4,1,465.44,51235,66039,9.2,845150,3,13.6472694053783,11.0980007555814
2006,"M12","December",2.9,"DE",4,1,497.28,52438,65468,9.3,859268,13.62,13.6638361429943,11.0893167526258
2007,"M12","December",3.4,"DE",4,1,497.09,54589,66274,9.3,871749,3.53,13.6782568174194,11.1015529423976
2008,"M12","December",6.3,"DE",4,1,470.13,50702,59278,9.6,883874,-38.49,13.6920697975242,10.9899935212092
2009,"M12","December",8.4,"DE",4,1,443.54,52114,61141,12.3,891730,23.45,13.7009186751591,11.0209379512156
2010,"M12","December",7.6,"DE",4,1,432.15,55214,63727,12.2,899769,12.78,13.7098933426953,11.0623636136086
2010,"M12","December",7.6,"DE",4,1,432.15,55214,63727,12.2,899595,12.78,13.7096999410261,11.0623636136086
2011,"M12","December",6.7,"DE",4,1,410.47,54660,61160,13.7,907316,0,13.7182460697427,11.021248660043
2012,"M12","December",6.8,"DE",4,1,404.57,48972,53659,13.5,915188,13.41,13.7268847876336,10.8904044879506
2013,"M12","December",5.7,"DE",4,1,409.55,54091,58402,11.2,923638,29.6,13.7360754989682,10.9751054148053
2014,"M12","December",4.6,"DE",4,1,415.8,57522,61073,11,932596,11.39,13.7457273742629,11.0198251489668
2015,"M12","December",4.2,"DE",4,1,427.14,57756,61216,11.1,941413,-0.73,13.7551372170741,11.02216387224
2016,"M12","December",4.1,"DE",4,1,440.6,58046,60740,11.6,949216,9.54,13.7633916597017,11.0143577385997
2017,"M12","December",3.8,"DE",4,1,447.88,64961,66545,8.8,957078,19.42,13.771640171816,11.1056336895207
2018,"M12","December",3.1,"DE",4,1,463.7,65012,65012,7.4,967171,-6.24,13.7821305943758,11.0823271472231
1984,"M12","December",5.8,"FL",4,1,127.05,19785,45671,15.1,11039925,1.4,16.2170288053119,10.7292188021513
1985,"M12","December",5.3,"FL",4,1,130.61,21343,47632,13.4,11351118,26.33,16.2448267992433,10.7712600832556
1986,"M12","December",5.2,"FL",4,1,136.47,22849,50116,11.4,11667505,14.62,16.2723181853468,10.8220955973654
1987,"M12","December",4.7,"FL",4,1,140.38,24489,51927,12.4,11997283,2.03,16.3001907654495,10.8575941650945
1988,"M12","December",4.9,"FL",4,1,147.13,25406,51993,13.6,12306395,12.4,16.3256296039309,10.8588643731175
1989,"M12","December",5.3,"FL",4,1,152.91,26085,51147,12.5,12637715,27.25,16.3521961550247,10.8424591186333
1990,"M12","December",6.4,"FL",4,1,153.35,26685,49864,14.4,13033307,-6.56,16.3830187158251,10.8170545784887
1991,"M12","December",7.9,"FL",4,1,158.05,27252,49136,15.4,13369798,26.31,16.4085088405122,10.8023472426806
1992,"M12","December",7.2,"FL",4,1,161.36,27349,48114,15.6,13650553,4.46,16.4292905915951,10.7813284740351
1993,"M12","December",6.4,"FL",4,1,166.23,28550,48992,17.8,13927185,7.06,16.4493532434969,10.7994122984574
1994,"M12","December",5.2,"FL",4,1,164.97,29294,49241,14.9,14239444,-1.54,16.471526418242,10.8044818887843
1995,"M12","December",5.1,"FL",4,1,172.35,29745,48822,16.2,14537875,34.11,16.4922678708332,10.7959363099247
1996,"M12","December",4.6,"FL",4,1,174.53,30641,48989,14.2,14853360,20.26,16.5137366602457,10.7993510620952
1997,"M12","December",4.2,"FL",4,1,182.08,32455,50791,14.3,15186304,31.01,16.535904526993,10.8354744525166
1998,"M12","December",3.6,"FL",4,1,190.75,34909,53901,13.1,15486559,26.67,16.5554830443973,10.8949043096007
1999,"M12","December",3.3,"FL",4,1,198.12,35831,54171,12.4,15759421,19.53,16.5729489031404,10.899900988884
2000,"M12","December",3.3,"FL",4,1,214.4,38856,56817,11,16047515,-10.14,16.5910645668927,10.9475908557038
2001,"M12","December",5.8,"FL",4,1,236.89,36421,51782,12.7,16356966,-13.04,16.6101644196177,10.8547978775113
2002,"M12","December",5.2,"FL",4,1,261.87,38024,53222,12.6,16689370,-23.37,16.6302825477716,10.8822271236828
2003,"M12","December",4.5,"FL",4,1,293.51,38972,53338,12.7,17004085,26.38,16.6489641672721,10.88440430172
2004,"M12","December",4.2,"FL",4,1,351.74,40535,54017,11.6,17415318,8.99,16.6728607217361,10.8970540908174
2005,"M12","December",3,"FL",4,1,448.25,42990,55412,11.1,17842038,3,16.6970679162597,10.9225514557778
2006,"M12","December",3.2,"FL",4,1,482.55,45676,57026,11.5,18166990,13.62,16.7151167689721,10.9512625831672
2007,"M12","December",4.7,"FL",4,1,444.69,45794,55596,12.5,18367842,3.53,16.7261119761481,10.9258665352046
2008,"M12","December",8.1,"FL",4,1,346.66,44857,52444,13.1,18527305,-38.49,16.7347561478568,10.8675012126193
2009,"M12","December",11.1,"FL",4,1,307.12,45631,53535,14.6,18652644,23.45,16.7414984634428,10.8880909245924
2010,"M12","December",10.7,"FL",4,1,290.76,44066,50860,16,18843326,12.78,16.7516693508094,10.8368320389761
2010,"M12","December",10.7,"FL",4,1,290.76,44066,50860,16,18845785,12.78,16.7517998394274,10.8368320389761
2011,"M12","December",9,"FL",4,1,273.76,45105,50468,14.9,19093352,0,16.7648507696017,10.8290947510476
2012,"M12","December",7.8,"FL",4,1,276.49,46071,50480,15.3,19326230,13.41,16.7769737985365,10.8293324972151
2013,"M12","December",6.3,"FL",4,1,304.84,48532,52400,14.8,19563166,29.6,16.7891590704136,10.8666618703091
2014,"M12","December",5.6,"FL",4,1,330.41,46140,48988,16.7,19860330,11.39,16.8042348327575,10.7993306491412
2015,"M12","December",4.9,"FL",4,1,362.24,48825,51750,16.2,20224249,-0.73,16.8223928879574,10.8541797111276
2016,"M12","December",4.5,"FL",4,1,395.64,51176,53551,13,20629982,9.54,16.8422560125313,10.8883897498379
2017,"M12","December",3.8,"FL",4,1,429.83,53086,54380,13.4,20976812,19.42,16.8589281951441,10.9037517181865
2018,"M12","December",3.4,"FL",4,1,459.12,54644,54644,13.7,21299325,-6.24,16.8741859400367,10.9085946980074
1984,"M12","December",5.8,"GA",4,1,129.18,19984,46130,16.9,5834954,1.4,15.5793769402099,10.7392187765519
1985,"M12","December",5.4,"GA",4,1,137.81,21049,46976,17.7,5962661,26.33,15.6010274159106,10.7573921119742
1986,"M12","December",5.2,"GA",4,1,146.03,24370,53452,14.6,6084666,14.62,15.6212823938258,10.886539333901
1987,"M12","December",5.3,"GA",4,1,152.54,26714,56645,14.6,6208467,2.03,15.6414245635314,10.9445590013076
1988,"M12","December",5.1,"GA",4,1,156.68,26566,54367,14,6316142,12.4,15.6586191366889,10.90351263113
1989,"M12","December",4.9,"GA",4,1,161.51,27542,54003,15,6411099,27.25,15.6735412650589,10.8967948795588
1990,"M12","December",5.6,"GA",4,1,159.48,27561,51501,15.8,6512602,-6.56,15.6892496271092,10.849356503939
1991,"M12","December",4.6,"GA",4,1,163.02,27212,49064,17.2,6653005,26.31,15.7105791902644,10.8008808473058
1992,"M12","December",6.3,"GA",4,1,167.93,28797,50662,17.7,6817203,4.46,15.7349598283965,10.8329314016552
1993,"M12","December",5.2,"GA",4,1,172.54,31663,54334,13.5,6978240,7.06,15.7583072939465,10.9029054609842
1994,"M12","December",4,"GA",4,1,175.44,31467,52893,14,7157165,-1.54,15.7836245108074,10.8760262839489
1995,"M12","December",4.4,"GA",4,1,184.92,34099,55969,12.1,7328413,34.11,15.8072695429183,10.9325532450115
1996,"M12","December",4.7,"GA",4,1,191.33,32496,51954,14.8,7501069,20.26,15.830556101683,10.8581139906759
1997,"M12","December",4.1,"GA",4,1,201.96,36663,57376,14.5,7685099,31.01,15.85479381711,10.9573813764049
1998,"M12","December",3.7,"GA",4,1,214.4,38665,59701,13.5,7863536,26.67,15.8777469360165,10.9971040496592
1999,"M12","December",3.5,"GA",4,1,227.18,39425,59605,12.8,8045965,19.53,15.9006812814948,10.9954947421521
2000,"M12","December",3,"GA",4,1,241.59,41901,61269,12.1,8227303,-10.14,15.922968815423,11.0230292843853
2001,"M12","December",4.7,"GA",4,1,258,42576,60533,12.9,8377038,-13.04,15.9410049493558,11.0109439498581
2002,"M12","December",4.9,"GA",4,1,269.54,42939,60102,11.2,8508256,-23.37,15.9565475441773,11.0037983978398
2003,"M12","December",4,"GA",4,1,278.67,42438,58081,11.9,8622793,26.38,15.9699196040798,10.9695938669813
2004,"M12","December",5.1,"GA",4,1,292.79,40984,54616,13,8769252,8.99,15.9867620699469,10.9080821590981
2005,"M12","December",4.9,"GA",4,1,309.54,45926,59196,14.4,8925922,3,16.0044701856165,10.9886092510217
2006,"M12","December",4.3,"GA",4,1,323.05,49344,61605,12.6,9155813,13.62,16.0298995360802,11.0284983150588
2007,"M12","December",5,"GA",4,1,326.83,48641,59053,13.6,9349988,3.53,16.0508856178416,10.9861906247381
2008,"M12","December",8.1,"GA",4,1,312.18,46227,54046,15.5,9504843,-38.49,16.0673120161459,10.8975908147784
2009,"M12","December",10.4,"GA",4,1,291.95,43340,50848,18.4,9620846,23.45,16.0794427605632,10.8365960693364
2010,"M12","December",10.6,"GA",4,1,279.15,44117,50919,18.8,9712587,12.78,16.0889332311469,10.8379914138296
2010,"M12","December",10.6,"GA",4,1,279.15,44117,50919,18.8,9711810,12.78,16.0888532286634,10.8379914138296
2011,"M12","December",9.7,"GA",4,1,258.48,45973,51440,18.4,9801578,0,16.0980539510866,10.8481713589115
2012,"M12","December",8.7,"GA",4,1,253.67,48121,52726,18.1,9901496,13.41,16.1081964147998,10.8728639715019
2013,"M12","December",7.4,"GA",4,1,266.94,46992,50738,18.5,9973326,29.6,16.1154246871081,10.8344304157426
2014,"M12","December",6.2,"GA",4,1,284.57,49555,52614,16.8,10069001,11.39,16.1249720542125,10.8707375230074
2015,"M12","December",5.4,"GA",4,1,302.52,50768,53809,18.1,10181111,-0.73,16.1360446986917,10.8931960184044
2016,"M12","December",5.1,"GA",4,1,322.25,53527,56011,15.4,10304763,9.54,16.1481167734978,10.9333033789991
2017,"M12","December",4.2,"GA",4,1,343.31,57985,59398,13.1,10413055,19.42,16.1585708653573,10.9920158347502
2018,"M12","December",3.8,"GA",4,1,369.96,55821,55821,14.8,10519475,-6.24,16.1687388590856,10.9299054216558
1984,"M12","December",5.3,"HI",4,1,109.3,28877,66659,9.3,1027922,1.4,13.8430498466322,11.1073453502491
1985,"M12","December",4.7,"HI",4,1,117.95,28961,64634,10.7,1039698,26.33,13.8544408443324,11.0764958671046
1986,"M12","December",3.5,"HI",4,1,124.08,29003,63614,10.7,1051762,14.62,13.8659774109432,11.0605888508903
1987,"M12","December",2.8,"HI",4,1,135.87,35022,74261,8.8,1067918,2.03,13.8812215165284,11.2153411938402
1988,"M12","December",2.6,"HI",4,1,166.97,33024,67583,11.1,1079828,12.4,13.892312327158,11.1211117511149
1989,"M12","December",2.1,"HI",4,1,203.56,35035,68695,11.3,1094588,27.25,13.905888594723,11.137431695358
1990,"M12","December",1.9,"HI",4,1,252.19,38921,72729,11,1113491,-6.56,13.9230106830245,11.1944954835697
1991,"M12","December",2.9,"HI",4,1,264.36,37246,67155,7.7,1136754,26.31,13.9436873904847,11.1147586593432
1992,"M12","December",4.3,"HI",4,1,265.82,42113,74088,11.2,1158613,4.46,13.9627341580202,11.2130088548501
1993,"M12","December",4.2,"HI",4,1,266.75,42662,73208,8,1172838,7.06,13.974937010681,11.2010599835952
1994,"M12","December",4.7,"HI",4,1,260.25,42255,71027,8.7,1187536,-1.54,13.9873911302209,11.1708153654248
1995,"M12","December",5.4,"HI",4,1,263.01,42851,70334,10.3,1196854,34.11,13.9952070055053,11.1610106024182
1996,"M12","December",5.7,"HI",4,1,240.03,41772,66785,12.1,1203755,20.26,14.0009563957722,11.1092337834112
1997,"M12","December",5.6,"HI",4,1,229.54,40934,64060,13.9,1211640,31.01,14.0074853717864,11.0675754231631
1998,"M12","December",5.5,"HI",4,1,231.82,40827,63039,10.9,1215233,26.67,14.0104463859187,11.0515088614618
1999,"M12","December",4.4,"HI",4,1,224.68,44504,67284,10.8,1210300,19.53,14.0063788207267,11.1166777459117
2000,"M12","December",3.6,"HI",4,1,239.46,51546,75373,8.9,1213519,-10.14,14.0090349612162,11.2302043996808
2001,"M12","December",4.9,"HI",4,1,259.05,47439,67447,11.4,1225948,-13.04,14.0192249802232,11.1190973832561
2002,"M12","December",3.2,"HI",4,1,280.84,47303,66210,11.3,1239613,-23.37,14.0303097920947,11.1005867879189
2003,"M12","December",3.6,"HI",4,1,321.5,51834,70941,9.3,1251154,26.38,14.0395768833915,11.1696038246478
2004,"M12","December",2.8,"HI",4,1,404.3,56242,74949,8.6,1273569,8.99,14.0573337533238,11.2245631612136
2005,"M12","December",2.3,"HI",4,1,502.49,59586,76803,8.6,1292729,3,14.0722660456864,11.2489989808728
2006,"M12","December",1.9,"HI",4,1,533.55,60470,75496,9.2,1309731,13.62,14.08533233058,11.2318349537012
2007,"M12","December",2.9,"HI",4,1,536.72,64022,77726,7.5,1315675,3.53,14.0898603998813,11.2609451007175
2008,"M12","December",5.6,"HI",4,1,495.95,61521,71927,9.9,1332213,-38.49,14.1023520272082,11.1834069947763
2009,"M12","December",6.8,"HI",4,1,452.2,55649,65289,12.5,1346717,23.45,14.1131803368084,11.0865788477822
2010,"M12","December",6.4,"HI",4,1,451.45,59539,68719,12.4,1363621,12.78,14.125654219538,11.1377810047478
2010,"M12","December",6.4,"HI",4,1,451.45,59539,68719,12.4,1363963,12.78,14.1259049909179,11.1377810047478
2011,"M12","December",6.4,"HI",4,1,444.91,59047,66068,12.1,1379252,0,14.1370518811971,11.098439793641
2012,"M12","December",4.8,"HI",4,1,455.18,56263,61648,13.8,1394905,13.41,14.1483368705602,11.0291960668659
2013,"M12","December",4.4,"HI",4,1,490.99,64235,69355,10.6,1408453,29.6,14.1580024969097,11.1469935211974
2014,"M12","December",3.7,"HI",4,1,520.06,71223,75619,10.8,1414862,11.39,14.1625425578017,11.2334628533427
2015,"M12","December",2.8,"HI",4,1,549.51,64514,68379,10.9,1422484,-0.73,14.1679151971162,11.1328210389272
2016,"M12","December",2.4,"HI",4,1,584.9,72133,75480,9.3,1428105,9.54,14.1718589485903,11.2316229994825
2017,"M12","December",2,"HI",4,1,612.81,73599,75393,10.6,1424203,19.42,14.1691229169737,11.23046971149
2018,"M12","December",2.4,"HI",4,1,638.06,80108,80108,9.2,1420491,-6.24,14.1665131444591,11.2911310032253
1984,"M12","December",7.4,"IA",4,1,101.08,19863,45851,14.6,2858618,1.4,14.865848849226,10.7331522876976
1985,"M12","December",7.3,"IA",4,1,102.13,20927,46704,17.9,2829684,26.33,14.8556756026075,10.7515850930939
1986,"M12","December",6.3,"IA",4,1,104.05,22459,49261,12.9,2791970,14.62,14.842257997821,10.8048879719151
1987,"M12","December",4.9,"IA",4,1,102.39,22190,47052,14.5,2767011,2.03,14.8332782341858,10.7590086520803
1988,"M12","December",4.3,"IA",4,1,108.06,24305,49740,9.4,2768388,12.4,14.8337757593067,10.8145647173574
1989,"M12","December",4.2,"IA",4,1,114.2,26265,51499,10.3,2770592,27.25,14.8345715737405,10.8493176689876
1990,"M12","December",4.8,"IA",4,1,119.69,27288,50991,10.4,2781018,-6.56,14.8383276056871,10.8394044255455
1991,"M12","December",4.9,"IA",4,1,125.59,28553,51482,9.6,2797613,26.31,14.8442771115607,10.8489875109943
1992,"M12","December",4.4,"IA",4,1,130.87,28743,50567,11.5,2818401,4.46,14.8516802608203,10.8310544686046
1993,"M12","December",3.8,"IA",4,1,138.24,28663,49186,10.3,2836972,7.06,14.8582478441617,10.803364309142
1994,"M12","December",3.5,"IA",4,1,147.31,33079,55603,10.7,2850746,-1.54,14.8630912723791,10.9259924356176
1995,"M12","December",3.5,"IA",4,1,155.83,35519,58300,12.2,2867373,34.11,14.8689068375541,10.9733573723386
1996,"M12","December",3.5,"IA",4,1,161.75,33209,53094,9.6,2880000,20.26,14.8733008521121,10.8798192064954
1997,"M12","December",3,"IA",4,1,169.08,33783,52869,9.6,2891119,31.01,14.8771541823789,10.8755724347325
1998,"M12","December",2.8,"IA",4,1,177.49,37019,57159,9.1,2902872,26.67,14.8812111497164,10.9535921371392
1999,"M12","December",2.5,"IA",4,1,183.96,41098,62134,7.4,2917634,19.53,14.8862835718225,11.0370486221217
2000,"M12","December",2.9,"IA",4,1,192.31,40991,59939,8.3,2929067,-10.14,14.8901945002495,11.0010826573815
2001,"M12","December",3.8,"IA",4,1,202.3,40976,58258,7.4,2931997,-13.04,14.8911943187958,10.9726367010536
2002,"M12","December",4.2,"IA",4,1,209.4,41049,57456,9.2,2934234,-23.37,14.8919569891061,10.9587747164659
2003,"M12","December",4.5,"IA",4,1,218.32,41384,56639,8.9,2941999,26.38,14.8945998402386,10.9444530728445
2004,"M12","December",4.6,"IA",4,1,227.9,43391,57823,10.9,2953635,8.99,14.8985471731663,10.9651418993852
2005,"M12","December",4.4,"IA",4,1,238.78,46500,59936,11.3,2964454,3,14.9022034250586,11.0010326052438
2006,"M12","December",3.8,"IA",4,1,243.59,48126,60084,10.3,2982644,13.62,14.9083207134316,11.0034988621179
2007,"M12","December",3.8,"IA",4,1,247.83,48908,59377,8.9,2999212,3.53,14.9138601454628,10.9916622249802
2008,"M12","December",5.4,"IA",4,1,246.97,50142,58623,9.5,3016734,-38.49,14.9196853472009,10.9788823900281
2009,"M12","December",6.5,"IA",4,1,245.73,50721,59507,10.7,3032870,23.45,14.9250199238992,10.9938492316727
2010,"M12","December",5.9,"IA",4,1,246.84,49016,56573,10.3,3049883,12.78,14.9306137871921,10.9432871185733
2010,"M12","December",5.9,"IA",4,1,246.84,49016,56573,10.3,3050767,12.78,14.9309035923788,10.9432871185733
2011,"M12","December",5.5,"IA",4,1,246.41,50219,56191,10.4,3066054,0,14.9359019507833,10.9365118807089
