"year","period","periodName","value","state","quarter","annual","HPI","MHI","RMHI","poverty","population","sp500"
2012,"M12","December","7.8","FL",4,"1",276.49,46071,50480,15.3,19326230,13.41
2013,"M12","December","6.3","FL",4,"1",304.84,48532,52400,14.8,19563166,29.6
2014,"M12","December","5.6","FL",4,"1",330.41,46140,48988,16.7,19860330,11.39
2015,"M12","December","4.9","FL",4,"1",362.24,48825,51750,16.2,20224249,-0.73
2016,"M12","December","4.5","FL",4,"1",395.64,51176,53551,13,20629982,9.54
2017,"M12","December","3.8","FL",4,"1",429.83,53086,54380,13.4,20976812,19.42
2017,"M12","December","3.8","FL",4,"1",429.83,53086,54380,13.7,20976812,19.42
2018,"M12","December","3.4","FL",4,"1",459.12,54644,54644,13.7,21299325,-6.24
1984,"M12","December","5.8","GA",4,"1",129.18,19984,46130,16.9,5834954,1.4
1985,"M12","December","5.4","GA",4,"1",137.81,21049,46976,17.7,5962661,26.33
1986,"M12","December","5.2","GA",4,"1",146.03,24370,53452,14.6,6084666,14.62
1987,"M12","December","5.3","GA",4,"1",152.54,26714,56645,14.6,6208467,2.03
1988,"M12","December","5.1","GA",4,"1",156.68,26566,54367,14,6316142,12.4
1989,"M12","December","4.9","GA",4,"1",161.51,27542,54003,15,6411099,27.25
1990,"M12","December","5.6","GA",4,"1",159.48,27561,51501,15.8,6506531,-6.56
1991,"M12","December","4.6","GA",4,"1",163.02,27212,49064,17.2,6621279,26.31
1992,"M12","December","6.3","GA",4,"1",167.93,28797,50662,17.7,6759474,4.46
1993,"M12","December","5.2","GA",4,"1",172.54,31663,54334,13.5,6894092,7.06
1994,"M12","December","4.0","GA",4,"1",175.44,31467,52893,14,7045900,-1.54
1995,"M12","December","4.4","GA",4,"1",184.92,34099,55969,12.1,7188538,34.11
1996,"M12","December","4.7","GA",4,"1",191.33,32496,51954,14.8,7332225,20.26
1997,"M12","December","4.1","GA",4,"1",201.96,36663,57376,14.5,7486094,31.01
1998,"M12","December","3.7","GA",4,"1",214.4,38665,59701,13.5,7636522,26.67
1999,"M12","December","3.5","GA",4,"1",227.18,39425,59605,12.8,7788240,19.53
2000,"M12","December","3.0","GA",4,"1",241.59,41901,61269,12.1,8227303,-10.14
2001,"M12","December","4.7","GA",4,"1",258,42576,60533,12.9,8377038,-13.04
2002,"M12","December","4.9","GA",4,"1",269.54,42939,60102,11.2,8508256,-23.37
2003,"M12","December","4.0","GA",4,"1",278.67,42438,58081,11.9,8622793,26.38
2004,"M12","December","5.1","GA",4,"1",292.79,40984,54616,13,8769252,8.99
2005,"M12","December","4.9","GA",4,"1",309.54,45926,59196,14.4,8925922,3
2006,"M12","December","4.3","GA",4,"1",323.05,49344,61605,12.6,9155813,13.62
2007,"M12","December","5.0","GA",4,"1",326.83,48641,59053,13.6,9349988,3.53
2008,"M12","December","8.1","GA",4,"1",312.18,46227,54046,15.5,9504843,-38.49
2009,"M12","December","10.4","GA",4,"1",291.95,43340,50848,18.4,9620846,23.45
2010,"M12","December","10.6","GA",4,"1",279.15,44117,50919,18.8,9712587,12.78
2010,"M12","December","10.6","GA",4,"1",279.15,44117,50919,18.8,9711810,12.78
2011,"M12","December","9.7","GA",4,"1",258.48,45973,51440,18.4,9801578,0
2012,"M12","December","8.7","GA",4,"1",253.67,48121,52726,18.1,9901496,13.41
2013,"M12","December","7.4","GA",4,"1",266.94,46992,50738,18.5,9973326,29.6
2014,"M12","December","6.2","GA",4,"1",284.57,49555,52614,16.8,10069001,11.39
2015,"M12","December","5.4","GA",4,"1",302.52,50768,53809,18.1,10181111,-0.73
2016,"M12","December","5.1","GA",4,"1",322.25,53527,56011,15.4,10304763,9.54
2017,"M12","December","4.2","GA",4,"1",343.31,57985,59398,13.1,10413055,19.42
2017,"M12","December","4.2","GA",4,"1",343.31,57985,59398,13.3,10413055,19.42
2018,"M12","December","3.8","GA",4,"1",369.96,55821,55821,14.8,10519475,-6.24
1984,"M12","December","5.3","HI",4,"1",109.3,28877,66659,9.3,1027922,1.4
1985,"M12","December","4.7","HI",4,"1",117.95,28961,64634,10.7,1039698,26.33
1986,"M12","December","3.5","HI",4,"1",124.08,29003,63614,10.7,1051762,14.62
1987,"M12","December","2.8","HI",4,"1",135.87,35022,74261,8.8,1067918,2.03
1988,"M12","December","2.6","HI",4,"1",166.97,33024,67583,11.1,1079828,12.4
1989,"M12","December","2.1","HI",4,"1",203.56,35035,68695,11.3,1094588,27.25
1990,"M12","December","1.9","HI",4,"1",252.19,38921,72729,11,1112703,-6.56
1991,"M12","December","2.9","HI",4,"1",264.36,37246,67155,7.7,1131412,26.31
1992,"M12","December","4.3","HI",4,"1",265.82,42113,74088,11.2,1149926,4.46
1993,"M12","December","4.2","HI",4,"1",266.75,42662,73208,8,1161508,7.06
1994,"M12","December","4.7","HI",4,"1",260.25,42255,71027,8.7,1173903,-1.54
1995,"M12","December","5.4","HI",4,"1",263.01,42851,70334,10.3,1180490,34.11
1996,"M12","December","5.7","HI",4,"1",240.03,41772,66785,12.1,1184434,20.26
1997,"M12","December","5.6","HI",4,"1",229.54,40934,64060,13.9,1189322,31.01
1998,"M12","December","5.5","HI",4,"1",231.82,40827,63039,10.9,1190472,26.67
1999,"M12","December","4.4","HI",4,"1",224.68,44504,67284,10.8,1185497,19.53
2000,"M12","December","3.6","HI",4,"1",239.46,51546,75373,8.9,1213519,-10.14
2001,"M12","December","4.9","HI",4,"1",259.05,47439,67447,11.4,1225948,-13.04
2002,"M12","December","3.2","HI",4,"1",280.84,47303,66210,11.3,1239613,-23.37
2003,"M12","December","3.6","HI",4,"1",321.5,51834,70941,9.3,1251154,26.38
2004,"M12","December","2.8","HI",4,"1",404.3,56242,74949,8.6,1273569,8.99
2005,"M12","December","2.3","HI",4,"1",502.49,59586,76803,8.6,1292729,3
2006,"M12","December","1.9","HI",4,"1",533.55,60470,75496,9.2,1309731,13.62
2007,"M12","December","2.9","HI",4,"1",536.72,64022,77726,7.5,1315675,3.53
2008,"M12","December","5.6","HI",4,"1",495.95,61521,71927,9.9,1332213,-38.49
2009,"M12","December","6.8","HI",4,"1",452.2,55649,65289,12.5,1346717,23.45
2010,"M12","December","6.4","HI",4,"1",451.45,59539,68719,12.4,1363621,12.78
2010,"M12","December","6.4","HI",4,"1",451.45,59539,68719,12.4,1363963,12.78
2011,"M12","December","6.4","HI",4,"1",444.91,59047,66068,12.1,1379252,0
2012,"M12","December","4.8","HI",4,"1",455.18,56263,61648,13.8,1394905,13.41
2013,"M12","December","4.4","HI",4,"1",490.99,64235,69355,10.6,1408453,29.6
2014,"M12","December","3.7","HI",4,"1",520.06,71223,75619,10.8,1414862,11.39
2015,"M12","December","2.8","HI",4,"1",549.51,64514,68379,10.9,1422484,-0.73
2016,"M12","December","2.4","HI",4,"1",584.9,72133,75480,9.3,1428105,9.54
2017,"M12","December","2.0","HI",4,"1",612.81,73599,75393,10.6,1424203,19.42
2017,"M12","December","2.0","HI",4,"1",612.81,73599,75393,10.3,1424203,19.42
2018,"M12","December","2.4","HI",4,"1",638.06,80108,80108,9.2,1420491,-6.24
1984,"M12","December","7.4","IA",4,"1",101.08,19863,45851,14.6,2858618,1.4
1985,"M12","December","7.3","IA",4,"1",102.13,20927,46704,17.9,2829684,26.33
1986,"M12","December","6.3","IA",4,"1",104.05,22459,49261,12.9,2791970,14.62
1987,"M12","December","4.9","IA",4,"1",102.39,22190,47052,14.5,2767011,2.03
1988,"M12","December","4.3","IA",4,"1",108.06,24305,49740,9.4,2768388,12.4
1989,"M12","December","4.2","IA",4,"1",114.2,26265,51499,10.3,2770592,27.25
1990,"M12","December","4.8","IA",4,"1",119.69,27288,50991,10.4,2779769,-6.56
1991,"M12","December","4.9","IA",4,"1",125.59,28553,51482,9.6,2791227,26.31
1992,"M12","December","4.4","IA",4,"1",130.87,28743,50567,11.5,2806923,4.46
1993,"M12","December","3.8","IA",4,"1",138.24,28663,49186,10.3,2820525,7.06
1994,"M12","December","3.5","IA",4,"1",147.31,33079,55603,10.7,2829422,-1.54
1995,"M12","December","3.5","IA",4,"1",155.83,35519,58300,12.2,2840860,34.11
1996,"M12","December","3.5","IA",4,"1",161.75,33209,53094,9.6,2848473,20.26
1997,"M12","December","3.0","IA",4,"1",169.08,33783,52869,9.6,2854396,31.01
1998,"M12","December","2.8","IA",4,"1",177.49,37019,57159,9.1,2861025,26.67
1999,"M12","December","2.5","IA",4,"1",183.96,41098,62134,7.4,2869413,19.53
2000,"M12","December","2.9","IA",4,"1",192.31,40991,59939,8.3,2929067,-10.14
2001,"M12","December","3.8","IA",4,"1",202.3,40976,58258,7.4,2931997,-13.04
2002,"M12","December","4.2","IA",4,"1",209.4,41049,57456,9.2,2934234,-23.37
2003,"M12","December","4.5","IA",4,"1",218.32,41384,56639,8.9,2941999,26.38
2004,"M12","December","4.6","IA",4,"1",227.9,43391,57823,10.9,2953635,8.99
2005,"M12","December","4.4","IA",4,"1",238.78,46500,59936,11.3,2964454,3
2006,"M12","December","3.8","IA",4,"1",243.59,48126,60084,10.3,2982644,13.62
2007,"M12","December","3.8","IA",4,"1",247.83,48908,59377,8.9,2999212,3.53
2008,"M12","December","5.4","IA",4,"1",246.97,50142,58623,9.5,3016734,-38.49
2009,"M12","December","6.5","IA",4,"1",245.73,50721,59507,10.7,3032870,23.45
2010,"M12","December","5.9","IA",4,"1",246.84,49016,56573,10.3,3049883,12.78
2010,"M12","December","5.9","IA",4,"1",246.84,49016,56573,10.3,3050767,12.78
2011,"M12","December","5.5","IA",4,"1",246.41,50219,56191,10.4,3066054,0
2012,"M12","December","5.0","IA",4,"1",249.15,53442,58557,10.3,3076097,13.41
2013,"M12","December","4.4","IA",4,"1",252.68,60156,64951,13.2,3093078,29.6
2014,"M12","December","4.1","IA",4,"1",259.61,57810,61379,10.3,3109504,11.39
2015,"M12","December","3.8","IA",4,"1",268.72,60855,64500,10.4,3121460,-0.73
2016,"M12","December","3.5","IA",4,"1",278.44,59094,61836,9.8,3131785,9.54
2017,"M12","December","2.9","IA",4,"1",289.61,63467,65014,7.5,3143637,19.42
2017,"M12","December","2.9","IA",4,"1",289.61,63467,65014,9.1,3143637,19.42
2018,"M12","December","2.7","IA",4,"1",300.33,68718,68718,8.9,3156145,-6.24
1984,"M12","December","7.5","ID",4,"1",112.07,21092,48688,17.3,990839,1.4
1985,"M12","December","8.3","ID",4,"1",111.53,20761,46333,16,994051,26.33
1986,"M12","December","8.3","ID",4,"1",113.73,20749,45510,18.5,990224,14.62
1987,"M12","December","7.0","ID",4,"1",109.11,20755,44009,15.1,984997,2.03
1988,"M12","December","5.5","ID",4,"1",110.66,23450,47990,12.5,985664,12.4
1989,"M12","December","5.2","ID",4,"1",116.93,24654,48341,12.4,994416,27.25
1990,"M12","December","6.0","ID",4,"1",125.67,25305,47285,14.9,1011882,-6.56
1991,"M12","December","6.5","ID",4,"1",135.17,26116,47088,13.9,1038915,26.31
1992,"M12","December","6.0","ID",4,"1",144.89,27704,48739,15.2,1066490,4.46
1993,"M12","December","5.6","ID",4,"1",157.91,31010,53213,13.1,1101204,7.06
1994,"M12","December","5.7","ID",4,"1",167.78,31536,53009,12,1135459,-1.54
1995,"M12","December","5.5","ID",4,"1",177.54,32676,53633,14.5,1165000,34.11
1996,"M12","December","5.2","ID",4,"1",180.54,34709,55492,11.9,1187706,20.26
1997,"M12","December","5.2","ID",4,"1",187.94,33404,52276,14.7,1210638,31.01
1998,"M12","December","5.2","ID",4,"1",192.94,36680,56636,13,1230923,26.67
1999,"M12","December","4.7","ID",4,"1",193.87,35800,54124,14.1,1251700,19.53
2000,"M12","December","5.0","ID",4,"1",200.49,37611,54996,12.5,1299430,-10.14
2001,"M12","December","5.6","ID",4,"1",211.31,38241,54370,11.5,1319962,-13.04
2002,"M12","December","5.7","ID",4,"1",218.21,37715,52790,11.3,1340372,-23.37
2003,"M12","December","5.5","ID",4,"1",227.15,42372,57991,10.2,1363380,26.38
2004,"M12","December","4.7","ID",4,"1",250.11,44358,59112,9.9,1391802,8.99
2005,"M12","December","3.6","ID",4,"1",296.46,44176,56941,9.9,1428241,3
2006,"M12","December","3.4","ID",4,"1",335.5,46213,57696,9.5,1468669,13.62
2007,"M12","December","3.7","ID",4,"1",341.61,49184,59712,9.9,1505105,3.53
2008,"M12","December","7.0","ID",4,"1",325.38,47420,55441,12.2,1534320,-38.49
2009,"M12","December","9.6","ID",4,"1",296.47,46778,54881,13.7,1554439,23.45
2010,"M12","December","9.0","ID",4,"1",274.19,47050,54304,13.8,1571450,12.78
2010,"M12","December","9.0","ID",4,"1",274.19,47050,54304,13.8,1570773,12.78
2011,"M12","December","7.9","ID",4,"1",259.25,47459,53102,15.7,1583828,0
2012,"M12","December","6.8","ID",4,"1",264.06,47922,52508,14.4,1595441,13.41
2013,"M12","December","5.3","ID",4,"1",278.47,48467,52330,12.4,1611530,29.6
2014,"M12","December","4.5","ID",4,"1",292.92,53438,56737,12.4,1631479,11.39
2015,"M12","December","4.0","ID",4,"1",314.61,51624,54716,12.3,1651523,-0.73
2016,"M12","December","3.6","ID",4,"1",337.44,56564,59189,11.1,1682930,9.54
2017,"M12","December","3.1","ID",4,"1",372.24,59497,60947,11.5,1718904,19.42
2017,"M12","December","3.1","ID",4,"1",372.24,59497,60947,11.7,1718904,19.42
2018,"M12","December","3.0","ID",4,"1",420.09,58728,58728,11.5,1754208,-6.24
1984,"M12","December","8.6","IL",4,"1",112.8,23752,54828,15,11412132,1.4
1985,"M12","December","8.4","IL",4,"1",118.32,24870,55503,15.6,11399806,26.33
1986,"M12","December","7.3","IL",4,"1",128.38,26511,58148,13.3,11387257,14.62
1987,"M12","December","6.7","IL",4,"1",140.61,27084,57429,14.4,11391178,2.03
1988,"M12","December","5.9","IL",4,"1",152.86,29524,60420,12.7,11390183,12.4
1989,"M12","December","6.3","IL",4,"1",164.36,31300,61372,12.7,11409782,27.25
1990,"M12","December","6.2","IL",4,"1",170.46,32542,60809,13.7,11446979,-6.56
1991,"M12","December","8.4","IL",4,"1",177.96,31884,57488,13.5,11535973,26.31
1992,"M12","December","7.2","IL",4,"1",184.08,31551,55507,15.6,11635197,4.46
1993,"M12","December","6.2","IL",4,"1",190.5,32857,56383,13.6,11725984,7.06
1994,"M12","December","4.5","IL",4,"1",197.86,35081,58968,12.4,11804986,-1.54
1995,"M12","December","5.0","IL",4,"1",207.09,38071,62488,12.4,11884935,34.11
1996,"M12","December","4.9","IL",4,"1",213.03,39554,63239,12.1,11953003,20.26
1997,"M12","December","4.7","IL",4,"1",220.23,41283,64606,11.2,12011509,31.01
1998,"M12","December","4.1","IL",4,"1",226.83,43178,66669,10.1,12069774,26.67
1999,"M12","December","4.1","IL",4,"1",237.32,46330,70044,9.9,12128370,19.53
2000,"M12","December","4.4","IL",4,"1",253.03,46064,67357,10.7,12434161,-10.14
2001,"M12","December","6.0","IL",4,"1",268.08,46171,65644,10.1,12488445,-13.04
2002,"M12","December","6.4","IL",4,"1",284.3,42710,59781,12.8,12525556,-23.37
2003,"M12","December","6.2","IL",4,"1",303.47,45153,61797,12.6,12556006,26.38
2004,"M12","December","5.8","IL",4,"1",328.71,46077,61403,12.3,12589773,8.99
2005,"M12","December","5.1","IL",4,"1",356.82,48398,62383,11.5,12609903,3
2006,"M12","December","4.2","IL",4,"1",371.21,48671,60765,10.6,12643955,13.62
2007,"M12","December","5.4","IL",4,"1",370.44,52506,63745,10,12695866,3.53
2008,"M12","December","7.6","IL",4,"1",348.22,53254,62262,12.3,12747038,-38.49
2009,"M12","December","11.0","IL",4,"1",322.92,52870,62028,13.2,12796778,23.45
2010,"M12","December","9.3","IL",4,"1",315.08,50728,58549,14.1,12843166,12.78
2010,"M12","December","9.3","IL",4,"1",315.08,50728,58549,14.1,12840762,12.78
2011,"M12","December","9.2","IL",4,"1",300.23,50637,56658,14.2,12867291,0
2012,"M12","December","9.1","IL",4,"1",296.02,51738,56690,12.6,12884119,13.41
2013,"M12","December","8.2","IL",4,"1",298.12,53937,58236,13.6,12898269,29.6
2014,"M12","December","5.8","IL",4,"1",310,54916,58306,13.7,12888962,11.39
2015,"M12","December","6.0","IL",4,"1",318.8,60413,64032,10.9,12864342,-0.73
2016,"M12","December","5.3","IL",4,"1",330.28,61386,64235,12.1,12826895,9.54
2017,"M12","December","4.5","IL",4,"1",339.48,65969,67577,11.5,12786196,19.42
2017,"M12","December","4.5","IL",4,"1",339.48,65969,67577,10.9,12786196,19.42
2018,"M12","December","4.4","IL",4,"1",345.53,70145,70145,10.3,12741080,-6.24
1984,"M12","December","8.5","IN",4,"1",108.61,22770,52561,12.9,5458322,1.4
1985,"M12","December","7.0","IN",4,"1",113.23,22675,50605,12,5459211,26.33
1986,"M12","December","6.5","IN",4,"1",119.73,22728,49851,12.7,5454108,14.62
1987,"M12","December","5.3","IN",4,"1",124.84,22519,47750,11.1,5473012,2.03
1988,"M12","December","5.0","IN",4,"1",131.19,26293,53808,10.1,5491735,12.4
1989,"M12","December","5.2","IN",4,"1",136.88,25898,50780,13.7,5523693,27.25
1990,"M12","December","5.6","IN",4,"1",140.91,26928,50318,13,5555097,-6.56
1991,"M12","December","5.8","IN",4,"1",147.55,27089,48842,15.7,5602062,26.31
1992,"M12","December","6.1","IN",4,"1",153.29,28530,50192,11.8,5648649,4.46
1993,"M12","December","4.7","IN",4,"1",159.21,29475,50579,12.2,5701965,7.06
1994,"M12","December","4.0","IN",4,"1",165.41,27858,46827,13.7,5745626,-1.54
1995,"M12","December","4.3","IN",4,"1",175.49,33385,54797,9.6,5791819,34.11
1996,"M12","December","3.3","IN",4,"1",183.09,35147,56193,7.5,5834908,20.26
1997,"M12","December","3.3","IN",4,"1",191.48,38889,60860,8.8,5872370,31.01
1998,"M12","December","3.0","IN",4,"1",198.95,39731,61347,9.4,5907617,26.67
1999,"M12","December","3.1","IN",4,"1",203.97,40838,61741,6.7,5942901,19.53
2000,"M12","December","2.9","IN",4,"1",212.02,40865,59754,8.5,6091866,-10.14
2001,"M12","December","5.2","IN",4,"1",221.77,40379,57409,8.5,6127760,-13.04
2002,"M12","December","4.8","IN",4,"1",227.53,41047,57453,9.1,6155967,-23.37
2003,"M12","December","5.0","IN",4,"1",234.11,42425,58064,9.9,6196638,26.38
2004,"M12","December","5.5","IN",4,"1",241.5,42329,56408,11.6,6233007,8.99
2005,"M12","December","5.2","IN",4,"1",249.49,42437,54699,12.6,6278616,3
2006,"M12","December","4.6","IN",4,"1",253.05,45407,56690,10.6,6332669,13.62
2007,"M12","December","4.7","IN",4,"1",254.04,47453,57610,11.8,6379599,3.53
2008,"M12","December","8.1","IN",4,"1",249.68,46520,54389,14.3,6424806,-38.49
2009,"M12","December","10.7","IN",4,"1",245.07,44305,51980,16.1,6459325,23.45
2010,"M12","December","9.2","IN",4,"1",244.45,46139,53253,16.3,6490621,12.78
2010,"M12","December","9.2","IN",4,"1",244.45,46139,53253,16.3,6490436,12.78
2011,"M12","December","8.7","IN",4,"1",241.18,44445,49730,15.6,6516045,0
2012,"M12","December","8.5","IN",4,"1",241.27,46158,50575,15.2,6537640,13.41
2013,"M12","December","6.3","IN",4,"1",242.82,49455,53397,16.5,6568367,29.6
2014,"M12","December","5.4","IN",4,"1",250.15,48060,51027,14.6,6593533,11.39
2015,"M12","December","4.5","IN",4,"1",258.97,51983,55097,13.5,6608296,-0.73
2016,"M12","December","3.9","IN",4,"1",269.7,56094,58697,11.8,6633344,9.54
2017,"M12","December","3.1","IN",4,"1",283.55,58767,60200,11.7,6660082,19.42
2017,"M12","December","3.1","IN",4,"1",283.55,58767,60200,11.4,6660082,19.42
2018,"M12","December","3.5","IN",4,"1",302.38,59892,59892,11.6,6691878,-6.24
1984,"M12","December","4.4","KS",4,"1",107.96,24629,56853,10.7,2424086,1.4
1985,"M12","December","5.0","KS",4,"1",110.87,22788,50857,13.8,2427405,26.33
1986,"M12","December","4.6","KS",4,"1",115.12,23926,52478,11.1,2432619,14.62
1987,"M12","December","4.0","KS",4,"1",116.6,25583,54247,9.2,2445367,2.03
1988,"M12","December","4.0","KS",4,"1",119.04,25566,52320,8.1,2461996,12.4
1989,"M12","December","3.7","KS",4,"1",120.23,26862,52670,10.8,2472849,27.25
1990,"M12","December","4.1","KS",4,"1",119.34,29917,55904,10.3,2480683,-6.56
1991,"M12","December","3.7","KS",4,"1",122.42,29295,52820,12.3,2495209,26.31
1992,"M12","December","4.2","KS",4,"1",125.47,30346,53387,11.1,2526042,4.46
1993,"M12","December","4.5","KS",4,"1",130.11,29770,51086,13.1,2547605,7.06
1994,"M12","December","4.4","KS",4,"1",139.17,28322,47607,14.9,2569118,-1.54
1995,"M12","December","3.6","KS",4,"1",146.83,30341,49801,10.8,2586942,34.11
1996,"M12","December","3.7","KS",4,"1",153.13,32585,52097,11.2,2598266,20.26
1997,"M12","December","3.2","KS",4,"1",159.8,36471,57076,9.7,2616339,31.01
1998,"M12","December","3.0","KS",4,"1",167.86,36711,56684,9.6,2638667,26.67
1999,"M12","December","3.0","KS",4,"1",175.81,37348,56465,12.3,2654052,19.53
2000,"M12","December","3.3","KS",4,"1",185.1,41059,60038,8,2693681,-10.14
2001,"M12","December","4.2","KS",4,"1",194.89,41415,58882,10.1,2702162,-13.04
2002,"M12","December","4.5","KS",4,"1",202.94,42619,59654,10.1,2713535,-23.37
2003,"M12","December","5.2","KS",4,"1",210.69,44232,60537,10.8,2723004,26.38
2004,"M12","December","4.9","KS",4,"1",219.76,41066,54725,11.4,2734373,8.99
2005,"M12","December","4.3","KS",4,"1",228.87,42027,54171,12.5,2745299,3
2006,"M12","December","3.9","KS",4,"1",236.21,45552,56871,12.8,2762931,13.62
2007,"M12","December","4.1","KS",4,"1",239.59,48497,58878,11.7,2783785,3.53
2008,"M12","December","5.0","KS",4,"1",237.3,47877,55975,12.7,2808076,-38.49
2009,"M12","December","6.8","KS",4,"1",236.27,44717,52463,13.7,2832704,23.45
2010,"M12","December","6.4","KS",4,"1",236.42,46054,53155,14.5,2859169,12.78
2010,"M12","December","6.4","KS",4,"1",236.42,46054,53155,14.5,2858213,12.78
2011,"M12","December","5.7","KS",4,"1",233.72,46147,51634,14.3,2869035,0
2012,"M12","December","5.2","KS",4,"1",233.27,50003,54788,14,2885361,13.41
2013,"M12","December","4.3","KS",4,"1",234.78,47820,51632,11.4,2893510,29.6
2014,"M12","December","3.8","KS",4,"1",242.63,53444,56743,12.1,2900896,11.39
2015,"M12","December","3.6","KS",4,"1",251.21,54865,58152,14.2,2909502,-0.73
2016,"M12","December","3.6","KS",4,"1",264.06,56810,59446,11.2,2911263,9.54
2017,"M12","December","3.1","KS",4,"1",275.09,56900,58287,14.3,2910689,19.42
2017,"M12","December","3.1","KS",4,"1",275.09,56900,58287,14.7,2910689,19.42
2018,"M12","December","3.0","KS",4,"1",290.09,63938,63938,7.5,2911505,-6.24
1984,"M12","December","8.2","KY",4,"1",113,17680,40812,19.1,3695453,1.4
1985,"M12","December","9.4","KY",4,"1",117.19,17361,38745,19.4,3694826,26.33
1986,"M12","December","9.0","KY",4,"1",123.7,19874,43591,17.7,3687809,14.62
1987,"M12","December","7.5","KY",4,"1",129.48,20673,43835,17.3,3683329,2.03
1988,"M12","December","6.6","KY",4,"1",136.51,19907,40739,17.6,3679999,12.4
1989,"M12","December","5.6","KY",4,"1",142.71,23283,45652,16.1,3677306,27.25
1990,"M12","December","6.3","KY",4,"1",145.03,24780,46304,17.3,3692584,-6.56
1991,"M12","December","6.7","KY",4,"1",151.45,23764,42847,18.8,3714686,26.31
1992,"M12","December","6.3","KY",4,"1",157.1,23485,41317,19.7,3756358,4.46
1993,"M12","December","4.9","KY",4,"1",162.93,24376,41829,20.4,3792288,7.06
1994,"M12","December","4.6","KY",4,"1",173.35,26595,44704,18.5,3823215,-1.54
1995,"M12","December","4.8","KY",4,"1",182.3,29810,48929,14.7,3855248,34.11
1996,"M12","December","5.7","KY",4,"1",189.93,32413,51822,17,3881051,20.26
1997,"M12","December","4.2","KY",4,"1",198.71,33452,52351,15.9,3907816,31.01
1998,"M12","December","4.2","KY",4,"1",207.97,36252,55975,13.5,3934310,26.67
1999,"M12","December","3.8","KY",4,"1",215.79,33738,51007,12.1,3960825,19.53
2000,"M12","December","4.0","KY",4,"1",225.66,36265,53028,12.6,4049021,-10.14
2001,"M12","December","5.6","KY",4,"1",235.9,38437,54648,12.6,4068132,-13.04
2002,"M12","December","5.6","KY",4,"1",244.19,36762,51456,14.2,4089875,-23.37
2003,"M12","December","5.3","KY",4,"1",253.84,36936,50551,14.4,4117170,26.38
2004,"M12","December","4.8","KY",4,"1",267.23,35610,47454,17.8,4146101,8.99
2005,"M12","December","5.7","KY",4,"1",278.68,36699,47303,14.8,4182742,3
2006,"M12","December","5.0","KY",4,"1",286.54,39485,49296,16.8,4219239,13.62
2007,"M12","December","5.3","KY",4,"1",292.41,39452,47897,15.5,4256672,3.53
2008,"M12","December","7.9","KY",4,"1",290.92,41148,48108,17.1,4289878,-38.49
2009,"M12","December","10.1","KY",4,"1",287.1,42664,50054,17,4317074,23.45
2010,"M12","December","9.5","KY",4,"1",287.46,41104,47442,17.7,4346266,12.78
2010,"M12","December","9.5","KY",4,"1",287.46,41104,47442,17.7,4348200,12.78
2011,"M12","December","8.4","KY",4,"1",283.83,39856,44595,16,4369488,0
2012,"M12","December","7.9","KY",4,"1",285.88,41086,45018,17.9,4386381,13.41
2013,"M12","December","7.2","KY",4,"1",284.84,44879,48456,22,4404817,29.6
2014,"M12","December","5.0","KY",4,"1",293.15,42786,45427,20,4414483,11.39
2015,"M12","December","5.0","KY",4,"1",303.77,42387,44926,19.5,4425999,-0.73
2016,"M12","December","4.8","KY",4,"1",316.74,45369,47474,15.2,4438229,9.54
2017,"M12","December","3.9","KY",4,"1",332.29,49672,50883,13.5,4453874,19.42
2017,"M12","December","3.9","KY",4,"1",332.29,49672,50883,14.4,4453874,19.42
2018,"M12","December","3.9","KY",4,"1",347.47,54555,54555,15.7,4468402,-6.24
1984,"M12","December","10.5","LA",4,"1",114.67,18949,43741,20.6,4400477,1.4
1985,"M12","December","11.8","LA",4,"1",110.81,21179,47266,18.1,4408118,26.33
1986,"M12","December","12.6","LA",4,"1",110.75,20890,45819,22,4406919,14.62
1987,"M12","December","11.2","LA",4,"1",104.76,21349,45269,25.1,4344148,2.03
1988,"M12","December","9.7","LA",4,"1",99.91,20497,41947,22.8,4288863,12.4
1989,"M12","December","5.7","LA",4,"1",102.28,22861,44825,23.3,4252894,27.25
1990,"M12","December","6.6","LA",4,"1",103.56,22405,41866,23.6,4219179,-6.56
1991,"M12","December","7.0","LA",4,"1",108.03,25299,45615,19,4240950,26.31
1992,"M12","December","7.3","LA",4,"1",112.96,25439,44754,24.5,4270849,4.46
1993,"M12","December","7.3","LA",4,"1",119.46,26312,45152,26.4,4284749,7.06
1994,"M12","December","6.6","LA",4,"1",125.4,25676,43159,25.7,4306500,-1.54
1995,"M12","December","6.1","LA",4,"1",132.75,27949,45875,19.7,4327978,34.11
1996,"M12","December","5.7","LA",4,"1",139.23,30262,48383,20.5,4338763,20.26
1997,"M12","December","5.0","LA",4,"1",145.91,33260,52051,16.3,4351390,31.01
1998,"M12","December","4.8","LA",4,"1",153.19,31735,49000,19.1,4362758,26.67
1999,"M12","December","4.4","LA",4,"1",157.71,32654,49368,19.2,4372035,19.53
2000,"M12","December","5.2","LA",4,"1",164.02,30718,44917,17.2,4471885,-10.14
2001,"M12","December","5.9","LA",4,"1",173.16,33322,47376,16.2,4477875,-13.04
2002,"M12","December","6.0","LA",4,"1",181.23,34008,47601,17.5,4497267,-23.37
2003,"M12","December","5.4","LA",4,"1",189.87,33507,45858,17,4521042,26.38
2004,"M12","December","5.5","LA",4,"1",200.91,36429,48546,16.8,4552238,8.99
